date_time,Dependent ,var1,var2,var3,var4,var5,var6,var7,var8
2015-10-11T22:00:00Z,1208.594482,2,30,7.965311527,1.492859244,11.98110008,3.520274878,1.426895738,18.36841393
2015-10-11T22:10:00Z,1276.634766,2,30,7.94440794,1.442860484,13.87389851,4.421874523,0.928887069,18.16543579
2015-10-11T22:20:00Z,1234.716675,2,30,7.518757343,1.314010382,12.20999908,4.421874523,1.210245728,18.00854874
2015-10-11T22:30:00Z,890.2988892,2,16,7.444964409,1.277132392,11.19727516,3.704399824,3.199020386,17.99803352
2015-10-11T22:40:00Z,780.6170654,2,30,6.667257786,1.119481325,10.0199995,3.704399824,1.520654917,17.8429718
2015-10-11T22:50:00Z,724.3494263,2,30,6.7964921,1.172341108,11.4184742,3.282474995,2.388228416,17.67832375
2015-10-11T23:00:00Z,1069.389038,2,30,7.577820301,1.224094152,10.65390015,4.087499619,1.72185123,17.77458572
2015-10-11T23:10:00Z,773.9493408,2,30,6.583014965,0.976858079,10.97827435,3.520274878,1.34226954,17.66404343
2015-10-11T23:20:00Z,1018.795898,2,30,7.573862076,0.986800015,10.22909927,4.022274971,1.346151471,17.45901299
2015-10-11T23:30:00Z,884.244751,2,30,7.198061466,1.115831614,11.08749962,2.419274807,1.088809967,17.17156219
2015-10-11T23:40:00Z,663.4556274,2,30,6.316253662,1.056622982,9.106274605,2.942274809,0.91953361,16.87754822
2015-10-11T23:50:00Z,565.8254395,2,16,5.979038715,0.951731205,9.007499695,3.166874886,1.450878859,16.2337532
2015-10-12T00:00:00Z,457.9918823,2,16,5.654849529,0.801166594,8.049999237,3.053474903,1.309344888,15.9394083
2015-10-12T00:10:00Z,514.2400513,2,30,5.814478874,0.937157333,8.521874428,3.4599998,1.219040394,15.901824
2015-10-12T00:20:00Z,656.1692505,2,30,6.609507561,1.402795553,11.30759907,3.053474903,4.98643446,15.30650043
2015-10-12T00:30:00Z,1346.837646,2,30,9.463703156,1.489716291,15.51547527,4.769999504,6.510204315,15.22478485
2015-10-12T00:40:00Z,1667.756592,2,30,10.83052349,1.450964451,15.25687408,6.973599911,6.838532448,15.31128693
2015-10-12T00:50:00Z,1445.368286,2,30,9.320258141,1.53658545,13.50827503,5.205899715,6.143889904,15.45952034
2015-10-12T01:00:00Z,1416.615967,2,30,8.951278687,1.498421907,13.38749981,4.219599724,4.792357445,15.35527134
2015-10-12T01:10:00Z,1441.416626,2,30,8.858799934,1.373485684,13.2672739,5.205899715,4.345582485,15.28008366
2015-10-12T01:20:00Z,1525.388306,2,30,8.167461395,1.44304347,13.62959957,4.490399837,1.069681644,14.7558279
2015-10-12T01:30:00Z,1682.727051,2,30,8.993523598,1.538392782,13.75147438,3.957599878,3.760079384,14.32157135
2015-10-12T01:40:00Z,1689.446899,2,30,9.873689651,1.556127071,15.1283989,4.913099766,6.406833649,14.30029583
2015-10-12T01:50:00Z,1689.573242,2,30,10.31404209,1.604364753,15.1283989,5.280474663,7.471297741,14.1011095
2015-10-12T02:00:00Z,1690.106079,2,30,11.33889198,1.507715583,16.30447197,7.323599339,9.243638039,14.26858711
2015-10-12T02:10:00Z,1690.438354,2,30,10.84719467,1.563690305,17.24999809,6.137099743,8.193287849,13.99734688
2015-10-12T02:20:00Z,1689.911377,2,30,10.86444664,1.467582345,15.25687408,7.501899242,7.543073654,13.35362339
2015-10-12T02:30:00Z,1689.779297,2,30,11.51496029,1.639470577,16.43789864,5.817899704,8.885933876,13.04502678
2015-10-12T02:40:00Z,1617.423828,2,30,10.70390987,1.578332782,16.43789864,6.382275105,5.974634647,11.95584011
2015-10-12T02:50:00Z,1411.496094,2,30,9.170609474,1.63842082,14.49427414,4.985475063,4.498932838,11.15310478
2015-10-12T03:00:00Z,1686.613159,2,30,9.448154449,1.43757534,13.50827503,5.896874905,3.598089695,10.94704342
2015-10-12T03:10:00Z,1476.947021,2,30,8.340417862,1.527748346,12.20999908,4.490399837,1.208053112,10.78395557
2015-10-12T03:20:00Z,1340.89917,2,30,8.132590294,1.47462821,12.90989971,4.286474705,6.112715244,10.84797668
2015-10-12T03:30:00Z,1470.595093,2,30,8.732712746,1.46548903,14.12039948,5.205899715,4.721148014,10.58623791
2015-10-12T03:40:00Z,1395.217163,2,30,8.684503555,1.730772495,14.36909962,4.490399837,4.481779575,10.81041241
2015-10-12T03:50:00Z,1519.32605,2,30,8.069588661,1.362441659,12.67439938,3.341099739,3.264158249,10.74164391
2015-10-12T04:00:00Z,1640.927002,2,30,8.541963577,1.568518877,13.2672739,4.769999504,1.738071203,10.96720028
2015-10-12T04:10:00Z,1325.119385,2,30,8.264702797,1.580237746,12.67439938,4.219599724,3.919588327,10.83299923
2015-10-12T04:20:00Z,1120.291016,2,30,7.548571587,1.24966383,11.52989864,3.64247489,1.612720966,10.52780342
2015-10-12T04:30:00Z,688.6975098,2,30,6.416422844,1.114247084,9.710474014,3.282474995,1.54864943,10.45294476
2015-10-12T04:40:00Z,727.0704346,2,30,6.600278854,0.994855642,9.205598831,4.153274536,1.729493499,10.66021538
2015-10-12T04:50:00Z,640.9714966,2,16,6.507273674,0.91886425,9.305474281,3.282474995,2.077391863,10.93821526
2015-10-12T05:00:00Z,577.8765869,2,30,6.270237446,0.957000196,9.608399391,3.282474995,2.156222105,10.71734905
2015-10-12T05:10:00Z,732.7775879,2,30,6.764970779,0.847738504,9.506874084,3.829899788,0.875723004,10.60088825
2015-10-12T05:20:00Z,544.6236572,2,30,5.867571831,0.852611005,9.813099861,3.64247489,1.018719077,10.26836109
2015-10-12T05:30:00Z,790.1963501,2,30,6.337522984,1.025467515,10.0199995,3.282474995,1.771393418,9.847100258
2015-10-12T05:40:00Z,840.2229614,2,16,6.831814289,1.322396755,11.86747456,3.581099749,0.94609946,9.925932884
2015-10-12T05:50:00Z,359.8786621,2,16,5.315962791,0.788840294,8.617899895,2.726475,0.959917188,10.51102734
2015-10-12T06:00:00Z,467.0010681,2,30,5.702132702,1.438575149,9.506874084,2.621874809,1.408507466,9.098690033
2015-10-12T06:10:00Z,200.7358246,2,16,4.227441311,0.889679551,6.80189991,2.08589983,1.892591238,8.049297333
2015-10-12T06:20:00Z,528.0823364,2,30,5.555647373,0.999686182,8.811599731,2.469099998,1.011851311,7.512811661
2015-10-12T06:30:00Z,383.6546936,2,16,5.108715057,0.961653709,8.521874428,2.779599905,1.116930485,6.400456905
2015-10-12T06:40:00Z,286.901886,2,16,4.721552372,0.788573384,7.060274601,2.519474745,1.313202858,5.554656029
2015-10-12T06:50:00Z,347.6467896,2,16,5.091364384,0.835970759,7.682400227,2.673899889,1.058657646,4.955645084
